token,df,df_frac,idf,is_stop
npm::mimic-fn,144,0.2727272727272727,2.294254689437725,True
npm::@babel/template,144,0.2727272727272727,2.294254689437725,True
npm::@babel/core,144,0.2727272727272727,2.294254689437725,True
npm::@babel/helper-function-name,143,0.2708333333333333,2.3011751322822986,True
npm::strip-bom,143,0.2708333333333333,2.3011751322822986,True
npm::globby,142,0.2689393939393939,2.3081438015983924,True
npm::pkg-dir,142,0.2689393939393939,2.3081438015983924,True
npm::@babel/helper-module-imports,142,0.2689393939393939,2.3081438015983924,True
npm::@babel/helper-split-export-declaration,142,0.2689393939393939,2.3081438015983924,True
npm::import-fresh,141,0.26704545454545453,2.3151613742570385,True
npm::ini,140,0.26515151515151514,2.322228541480131,True
npm::onetime,140,0.26515151515151514,2.322228541480131,True
npm::@babel/helpers,140,0.26515151515151514,2.322228541480131,True
npm::@babel/helper-module-transforms,139,0.26325757575757575,2.329346009248995,True
npm::postcss-value-parser,139,0.26325757575757575,2.329346009248995,True
npm::array-union,139,0.26325757575757575,2.329346009248995,True
npm::fast-levenshtein,139,0.26325757575757575,2.329346009248995,True
npm::@babel/helper-simple-access,138,0.26136363636363635,2.336514498727608,True
npm::object-inspect,138,0.26136363636363635,2.336514498727608,True
npm::on-headers,137,0.25946969696969696,2.3437347467010947,True
npm::@babel/helper-plugin-utils,136,0.25757575757575757,2.3510075060301743,True
npm::jsonfile,136,0.25757575757575757,2.3510075060301743,True
npm::fs-extra,136,0.25757575757575757,2.3510075060301743,True
npm::@babel/helper-hoist-variables,136,0.25757575757575757,2.3510075060301743,True
npm::is-regex,136,0.25757575757575757,2.3510075060301743,True
npm::regenerate,135,0.2556818181818182,2.3583335461222474,True
npm::regexpu-core,135,0.2556818181818182,2.3583335461222474,True
npm::regjsparser,135,0.2556818181818182,2.3583335461222474,True
npm::sax,135,0.2556818181818182,2.3583335461222474,True
npm::loose-envify,135,0.2556818181818182,2.3583335461222474,True
npm::is-date-object,135,0.2556818181818182,2.3583335461222474,True
npm::deep-is,135,0.2556818181818182,2.3583335461222474,True
npm::type-check,135,0.2556818181818182,2.3583335461222474,True
npm::levn,135,0.2556818181818182,2.3583335461222474,True
npm::optionator,135,0.2556818181818182,2.3583335461222474,True
npm::prelude-ls,135,0.2556818181818182,2.3583335461222474,True
npm::is-wsl,134,0.2537878787878788,2.3657136534198697,True
npm::@nodelib/fs.stat,134,0.2537878787878788,2.3657136534198697,True
npm::text-table,133,0.2518939393939394,2.3731486319073882,True
npm::follow-redirects,133,0.2518939393939394,2.3731486319073882,True
npm::is-typedarray,133,0.2518939393939394,2.3731486319073882,True
npm::natural-compare,133,0.2518939393939394,2.3731486319073882,True
npm::universalify,132,0.25,2.3806393036365456,True
npm::regenerator-transform,132,0.25,2.3806393036365456,True
npm::eslint,132,0.25,2.3806393036365456,True
npm::cosmiconfig,131,0.2481060606060606,2.3881865092719288,True
npm::type-fest,131,0.2481060606060606,2.3881865092719288,True
npm::fast-glob,130,0.24621212121212122,2.3957911086571477,True
npm::cssesc,130,0.24621212121212122,2.3957911086571477,True
npm::set-blocking,130,0.24621212121212122,2.3957911086571477,True
npm::@babel/helper-validator-identifier,130,0.24621212121212122,2.3957911086571477,True
npm::find-cache-dir,130,0.24621212121212122,2.3957911086571477,True
npm::randombytes,130,0.24621212121212122,2.3957911086571477,True
npm::is-path-inside,130,0.24621212121212122,2.3957911086571477,True
npm::xtend,130,0.24621212121212122,2.3957911086571477,True
npm::is-symbol,130,0.24621212121212122,2.3957911086571477,True
npm::is-callable,130,0.24621212121212122,2.3957911086571477,True
npm::neo-async,129,0.24431818181818182,2.403453981402717,True
npm::merge-stream,129,0.24431818181818182,2.403453981402717,True
npm::merge2,129,0.24431818181818182,2.403453981402717,True
npm::autoprefixer,129,0.24431818181818182,2.403453981402717,True
npm::core-js,129,0.24431818181818182,2.403453981402717,True
npm::object.assign,129,0.24431818181818182,2.403453981402717,True
npm::es-abstract,129,0.24431818181818182,2.403453981402717,True
npm::es-to-primitive,129,0.24431818181818182,2.403453981402717,True
npm::tough-cookie,128,0.24242424242424243,2.4111760274966274,True
npm::webpack,128,0.24242424242424243,2.4111760274966274,True
npm::@babel/runtime,128,0.24242424242424243,2.4111760274966274,True
npm::ansi-escapes,128,0.24242424242424243,2.4111760274966274,True
npm::normalize-range,127,0.24053030303030304,2.4189581679386825,True
npm::escalade,127,0.24053030303030304,2.4189581679386825,True
npm::bluebird,127,0.24053030303030304,2.4189581679386825,True
npm::commondir,127,0.24053030303030304,2.4189581679386825,True
npm::react,127,0.24053030303030304,2.4189581679386825,True
npm::events,126,0.23863636363636365,2.426801345399708,True
npm::parent-module,126,0.23863636363636365,2.426801345399708,True
npm::eventemitter3,126,0.23863636363636365,2.426801345399708,True
npm::@babel/helper-annotate-as-pure,125,0.23674242424242425,2.4347065249068214,True
npm::call-bind,125,0.23674242424242425,2.4347065249068214,True
npm::is-core-module,125,0.23674242424242425,2.4347065249068214,True
npm::get-intrinsic,125,0.23674242424242425,2.4347065249068214,True
npm::doctrine,125,0.23674242424242425,2.4347065249068214,True
npm::espree,125,0.23674242424242425,2.4347065249068214,True
npm::compression,124,0.23484848484848486,2.4426746945559983,True
npm::compressible,124,0.23484848484848486,2.4426746945559983,True
npm::performance-now,124,0.23484848484848486,2.4426746945559983,True
npm::acorn-jsx,124,0.23484848484848486,2.4426746945559983,True
npm::flat-cache,124,0.23484848484848486,2.4426746945559983,True
npm::file-entry-cache,124,0.23484848484848486,2.4426746945559983,True
npm::postcss-selector-parser,123,0.23295454545454544,2.4507068662532627,True
npm::flatted,123,0.23295454545454544,2.4507068662532627,True
npm::@babel/plugin-syntax-object-rest-spread,123,0.23295454545454544,2.4507068662532627,True
npm::tapable,123,0.23295454545454544,2.4507068662532627,True
npm::enhanced-resolve,123,0.23295454545454544,2.4507068662532627,True
npm::isobject,123,0.23295454545454544,2.4507068662532627,True
npm::ajv-keywords,123,0.23295454545454544,2.4507068662532627,True
npm::esquery,123,0.23295454545454544,2.4507068662532627,True
npm::@babel/helper-member-expression-to-functions,122,0.23106060606060605,2.458804076485882,True
npm::@babel/helper-replace-supers,122,0.23106060606060605,2.458804076485882,True
npm::@babel/helper-optimise-call-expression,122,0.23106060606060605,2.458804076485882,True
npm::webidl-conversions,122,0.23106060606060605,2.458804076485882,True
npm::requires-port,122,0.23106060606060605,2.458804076485882,True
npm::tr46,122,0.23106060606060605,2.458804076485882,True
npm::ci-info,122,0.23106060606060605,2.458804076485882,True
npm::whatwg-url,121,0.22916666666666666,2.4669673871250426,True
npm::base64-js,121,0.22916666666666666,2.4669673871250426,True
npm::dir-glob,121,0.22916666666666666,2.4669673871250426,True
npm::@babel/plugin-syntax-async-generators,121,0.22916666666666666,2.4669673871250426,True
npm::@babel/plugin-syntax-optional-catch-binding,121,0.22916666666666666,2.4669673871250426,True
npm::watchpack,121,0.22916666666666666,2.4669673871250426,True
npm::gensync,120,0.22727272727272727,2.4751978862615585,True
npm::serialize-javascript,120,0.22727272727272727,2.4751978862615585,True
npm::webpack-sources,120,0.22727272727272727,2.4751978862615585,True
npm::entities,120,0.22727272727272727,2.4751978862615585,True
npm::resolve-cwd,120,0.22727272727272727,2.4751978862615585,True
npm::is-buffer,120,0.22727272727272727,2.4751978862615585,True
npm::loader-runner,119,0.22537878787878787,2.4834966890762535,True
npm::jest-worker,119,0.22537878787878787,2.4834966890762535,True
npm::minimalistic-assert,119,0.22537878787878787,2.4834966890762535,True
npm::@babel/helper-compilation-targets,119,0.22537878787878787,2.4834966890762535,True
npm::@babel/plugin-syntax-json-strings,119,0.22537878787878787,2.4834966890762535,True
npm::@babel/compat-data,119,0.22537878787878787,2.4834966890762535,True
npm::decamelize,119,0.22537878787878787,2.4834966890762535,True
npm::import-local,119,0.22537878787878787,2.4834966890762535,True
npm::json-stable-stringify-without-jsonify,119,0.22537878787878787,2.4834966890762535,True
npm::@babel/plugin-transform-parameters,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-computed-properties,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-shorthand-properties,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-classes,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-destructuring,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-template-literals,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-function-name,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-arrow-functions,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-spread,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-block-scoping,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-literals,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-modules-commonjs,118,0.22348484848484848,2.4918649387467697,True
npm::@babel/plugin-transform-for-of,118,0.22348484848484848,2.4918649387467697,True
npm::write-file-atomic,118,0.22348484848484848,2.4918649387467697,True
npm::domelementtype,117,0.2215909090909091,2.5003038073926347,True
npm::unicode-match-property-ecmascript,117,0.2215909090909091,2.5003038073926347,True
npm::unicode-property-aliases-ecmascript,117,0.2215909090909091,2.5003038073926347,True
npm::@babel/helper-remap-async-to-generator,117,0.2215909090909091,2.5003038073926347,True
npm::domutils,117,0.2215909090909091,2.5003038073926347,True
npm::@babel/helper-builder-binary-assignment-operator-visitor,117,0.2215909090909091,2.5003038073926347,True
npm::big.js,117,0.2215909090909091,2.5003038073926347,True
npm::@babel/plugin-syntax-dynamic-import,117,0.2215909090909091,2.5003038073926347,True
npm::unicode-match-property-value-ecmascript,117,0.2215909090909091,2.5003038073926347,True
npm::@babel/plugin-transform-regenerator,117,0.2215909090909091,2.5003038073926347,True
npm::is-plain-object,117,0.2215909090909091,2.5003038073926347,True
npm::regenerate-unicode-properties,117,0.2215909090909091,2.5003038073926347,True
npm::@babel/helper-wrap-function,117,0.2215909090909091,2.5003038073926347,True
npm::@babel/plugin-transform-exponentiation-operator,117,0.2215909090909091,2.5003038073926347,True
npm::@babel/plugin-transform-block-scoped-functions,117,0.2215909090909091,2.5003038073926347,True
npm::unicode-canonical-property-names-ecmascript,117,0.2215909090909091,2.5003038073926347,True
npm::@babel/plugin-transform-object-super,117,0.2215909090909091,2.5003038073926347,True
npm::dom-serializer,117,0.2215909090909091,2.5003038073926347,True
npm::json-schema,117,0.2215909090909091,2.5003038073926347,True
npm::react-dom,117,0.2215909090909091,2.5003038073926347,True
npm::loader-utils,116,0.2196969696969697,2.508814497060543,True
npm::side-channel,116,0.2196969696969697,2.508814497060543,True
npm::emojis-list,116,0.2196969696969697,2.508814497060543,True
npm::@babel/plugin-transform-sticky-regex,116,0.2196969696969697,2.508814497060543,True
npm::schema-utils,116,0.2196969696969697,2.508814497060543,True
npm::terser,116,0.2196969696969697,2.508814497060543,True
npm::@babel/plugin-transform-unicode-regex,116,0.2196969696969697,2.508814497060543,True
npm::dotenv,116,0.2196969696969697,2.508814497060543,True
npm::normalize-url,116,0.2196969696969697,2.508814497060543,True
npm::eslint-visitor-keys,116,0.2196969696969697,2.508814497060543,True
npm::@babel/plugin-transform-async-to-generator,115,0.2178030303030303,2.517398240751935,True
npm::batch,115,0.2178030303030303,2.517398240751935,True
npm::serve-index,115,0.2178030303030303,2.517398240751935,True
npm::postcss-load-config,115,0.2178030303030303,2.517398240751935,True
npm::indent-string,114,0.2159090909090909,2.526056303495049,True
npm::http-proxy,114,0.2159090909090909,2.526056303495049,True
npm::nth-check,113,0.21401515151515152,2.5347899834638037,True
npm::boolbase,113,0.21401515151515152,2.5347899834638037,True
npm::psl,113,0.21401515151515152,2.5347899834638037,True
npm::babel-loader,113,0.21401515151515152,2.5347899834638037,True
npm::end-of-stream,113,0.21401515151515152,2.5347899834638037,True
npm::lines-and-columns,112,0.21212121212121213,2.543600613145959,True
npm::css-what,112,0.21212121212121213,2.543600613145959,True
npm::@babel/plugin-transform-dotall-regex,112,0.21212121212121213,2.543600613145959,True
npm::@babel/preset-env,112,0.21212121212121213,2.543600613145959,True
npm::@babel/plugin-transform-duplicate-keys,112,0.21212121212121213,2.543600613145959,True
npm::aproba,112,0.21212121212121213,2.543600613145959,True
npm::domhandler,112,0.21212121212121213,2.543600613145959,True
npm::@babel/plugin-transform-typeof-symbol,112,0.21212121212121213,2.543600613145959,True
npm::connect-history-api-fallback,112,0.21212121212121213,2.543600613145959,True
npm::@babel/plugin-transform-member-expression-literals,112,0.21212121212121213,2.543600613145959,True
npm::@babel/plugin-transform-property-literals,112,0.21212121212121213,2.543600613145959,True
npm::is-plain-obj,112,0.21212121212121213,2.543600613145959,True
npm::@babel/plugin-transform-modules-amd,112,0.21212121212121213,2.543600613145959,True
npm::component-emitter,112,0.21212121212121213,2.543600613145959,True
npm::@babel/plugin-transform-modules-systemjs,111,0.21022727272727273,2.5524895605632048,True
npm::@babel/plugin-transform-modules-umd,111,0.21022727272727273,2.5524895605632048,True
npm::@babel/plugin-transform-new-target,111,0.21022727272727273,2.5524895605632048,True
npm::css-select,111,0.21022727272727273,2.5524895605632048,True
npm::faye-websocket,111,0.21022727272727273,2.5524895605632048,True
npm::parse5,110,0.20833333333333334,2.5614582305459654,True
npm::core-js-compat,110,0.20833333333333334,2.5614582305459654,True
npm::html-entities,110,0.20833333333333334,2.5614582305459654,True
npm::minipass,110,0.20833333333333334,2.5614582305459654,True
npm::upath,110,0.20833333333333334,2.5614582305459654,True
npm::which-module,110,0.20833333333333334,2.5614582305459654,True
npm::require-main-filename,110,0.20833333333333334,2.5614582305459654,True
npm::repeat-string,110,0.20833333333333334,2.5614582305459654,True
npm::websocket-driver,109,0.20643939393939395,2.5705080660658832,True
npm::css-loader,109,0.20643939393939395,2.5705080660658832,True
npm::@babel/plugin-transform-named-capturing-groups-regex,109,0.20643939393939395,2.5705080660658832,True
npm::webpack-dev-server,109,0.20643939393939395,2.5705080660658832,True
npm::chrome-trace-event,109,0.20643939393939395,2.5705080660658832,True
npm::hosted-git-info,109,0.20643939393939395,2.5705080660658832,True
npm::run-parallel,109,0.20643939393939395,2.5705080660658832,True
npm::websocket-extensions,109,0.20643939393939395,2.5705080660658832,True
npm::@babel/helper-create-class-features-plugin,109,0.20643939393939395,2.5705080660658832,True
npm::is-extendable,109,0.20643939393939395,2.5705080660658832,True
npm::asap,109,0.20643939393939395,2.5705080660658832,True
npm::regjsgen,109,0.20643939393939395,2.5705080660658832,True
npm::is-obj,109,0.20643939393939395,2.5705080660658832,True
npm::leven,109,0.20643939393939395,2.5705080660658832,True
npm::buffer,108,0.20454545454545456,2.579640549629156,True
npm::ieee754,108,0.20454545454545456,2.579640549629156,True
npm::@nodelib/fs.walk,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/wasm-parser,108,0.20454545454545456,2.579640549629156,True
npm::@xtuc/long,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/wast-printer,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/helper-wasm-bytecode,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/wasm-gen,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/helper-buffer,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/leb128,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/ieee754,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/floating-point-hex-parser,108,0.20454545454545456,2.579640549629156,True
npm::@nodelib/fs.scandir,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/ast,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/wasm-edit,108,0.20454545454545456,2.579640549629156,True
npm::@xtuc/ieee754,108,0.20454545454545456,2.579640549629156,True
npm::webpack-dev-middleware,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/helper-wasm-section,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/helper-api-error,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/utf8,108,0.20454545454545456,2.579640549629156,True
npm::@webassemblyjs/wasm-opt,108,0.20454545454545456,2.579640549629156,True
npm::reusify,108,0.20454545454545456,2.579640549629156,True
npm::fastq,108,0.20454545454545456,2.579640549629156,True
